song_id,dist,artists,track_name,duration_ms,danceability,energy,loudness,key_signature,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,lyrics,dwh_inserted_timestamp
4290326835178263796,0,Alice In Chains,Black Gives Way To Blue,183560,0.20500000000000002,0.331,-9.265,G♯/A♭,major,0.0302,0.822,0.000695,0.0891,0.113,179.982,4,grunge,"I don't want to feel no more  
It's easier to keep falling  
Imitations are pale  
Emptiness all tomorrows  
  
Haunted by your ghost  
  
Lay down, black gives way to blue  
Lay down, I'll remember you  
  
Fading out by design  
Consciously avoiding changes  
Curtain's drawn, now it's done  
Silencing all tomorrows  
  
Forcing a goodbye  
  
Lay down, black gives way to blue  
Lay down, I'll remember you

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
4364779999208410690,0,Alice In Chains,Heaven Beside You,327893,0.551,0.724,-7.09,A♯/B♭,minor,0.032,0.00451,0.000167,0.116,0.559,111.243,4,grunge,"Be what you want to be  
See what you came to see  
Been what you want to be  
I don't like what I see  
  
Like the coldest winter chill  
Heaven beside you, hell within  
Like the coldest winter chill  
Heaven beside you, hell within  
  
Like the coldest winter will  
Heaven beside you, hell within  
And you think you have it still, heaven inside you  
So there's problems in your life  
  
That's fucked up, and I'm not blind  
I'm just see through faded, super jaded  
And out of my mind  
Do what you want to do  
  
Go out and seek your truth  
When I'm down and blue  
Rather be me than you  
Like the coldest winter chill  
  
Heaven beside you, hell within  
Like the coldest winter chill  
Heaven beside you, hell within  
Like the coldest winter will  
  
Heaven beside you, hell within  
And you wish you had it still, heaven inside you  
So there's problems in your life  
That's fucked up, and I'm not blind  
  
I'm just see through faded, super jaded  
And out of my mind  
Like the coldest winter chill  
Heaven beside you, hell within  
  
Like the coldest winter chill  
Heaven beside you, hell within  
Like the coldest winter will  
Heaven beside you, hell within  
  
And you know you have it still, heaven inside you  
So there's problems in your life  
That's fucked up, but you're not blind  
You're just see through faded, overrated  
  
And out of your mind

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
4443936121085866083,0,Nickelback,Satellite,237746,0.424,0.895,-4.353,B,major,0.0428,0.117,0.0,0.0843,0.505,165.917,4,grunge,"I know it's late but something's on my mind  
It couldn't wait, there's never any time  
'Cause life slips by without a warning  
And I'm tired of ignoring all the space that's between you and I  
Let's lock the door behind us,  
They won't find us  
Make the whole world wait  
While we  
  
Dance around this bedroom  
Like we've only got tonight  
Not about to let you go  
Until the morning light.  
You can be my whole world  
If I can be your satellite.  
  
Let's dance around this bedroom  
Like tonight's our only night  
Dance around this room,  
I'll be your satellite  
Dance around this room,  
I'll be your satellite.  
  
Do you recall how long it must have been  
Since any room held only you and me?  
And every song that sings about it  
Says that we can't live without it  
Now I know just what that really means.  
Let's lock the door behind us,  
They won't find us  
Make the whole world wait  
While we  
  
Dance around this bedroom  
Like we've only got tonight  
Not about to let you go  
Until the morning light.  
You can be my whole world  
If I can be your satellite.  
  
Let's dance around this bedroom  
Like tonight's our only night  
Dance around this room,  
I'll be your satellite  
Dance around this room,  
I'll be your satellite.  
  
Dance around the moon,  
You and I every night  
Dance around this room,  
I'll be your satellite  
  
I can't believe that days took into years  
I hate to see the moments disappear  
But tonight the sand is stopping  
Take the hourglass and drop it  
So we can stay  
Inside this atmosphere  
  
Dance around the moon,  
I'll be your satellite  
Dance around this room,  
I'll be your satellite  
  
Dance with me around the moon,  
I'll be your satellite  
Dance around this room,  
I'll be your satellite  
  
Let's dance around this bedroom,  
I'll be your satellite  
Let's dance around this bedroom,  
I'll be your satellite  
Let's dance around this bedroom,  
I'll be your satellite  
Let's dance around this bedroom,  
I'll be your satellite

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
4597666000887757323,0,Foo Fighters,Everlong,250546,0.41300000000000003,0.881,-5.541,B,minor,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,4,"alt-rock, alternative, grunge, metal","Hello  
I've waited here for you  
Everlong  
  
Tonight I throw myself in two  
Out of the red  
Out of her head she sang  
  
Come down and waste away with me  
Down with me  
Slow, how you wanted it to be  
I'm over my head  
Out of her head she sang  
  
And I wonder  
When I sing along with you  
If everything could ever feel this real forever  
If anything could ever be this good again  
The only thing I'll ever ask of you  
You've got to promise not to stop when I say when  
She sang  
  
Breathe out  
So I can breathe you in  
Hold you in  
And now  
I know you've always been  
Out of your head  
Out of my head I sang  
  
And I wonder  
When I sing along with you  
If everything could ever feel this real forever  
If anything could ever be this good again  
The only thing I'll ever ask of you  
You've got to promise not to stop when I say when  
She sang  
  
And I wonder  
If everything could ever feel this real forever  
If anything could ever be this good again  
The only thing I'll ever ask of you  
You've got to promise not to stop when I say when

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
4674606161774442563,0,Foo Fighters,These Days,298266,0.531,0.664,-4.428,D,major,0.0304,0.000261,0.0,0.205,0.215,135.3,4,grunge,"One of these days, the ground will drop out from beneath your feet  
One of these days, your heart will stop and play it's final beat  
  
One of these days, the clocks will stop and time won't mean a thing  
One of these days, their bombs will drop and silence everything  
  
But it's alright, yeah it's alright, said it's alright  
Easy for you to say  
Your heart has never been broken  
Your pride has never been stolen  
Not yet, not yet, one of these days  
I bet your heart 'll be broken  
I bet your pride 'll be stolen  
I'll bet, I'll bet, I'll bet, I'll bet  
One of these days, one of these days  
  
One of these days, your eyes will close and pain will disappear  
One of these days, you will forget to hope and learn to fear  
  
But it's alright, yeah it's alright, said it's alright  
Easy for you to say  
Your heart has never been broken  
Your pride has never been stolen  
Not yet, not yet, one of these days  
I bet your heart 'll be broken  
I bet your pride 'll be stolen  
I'll bet, I'll bet, I'll bet, I'll bet  
One of these days, one of these days  
  
But it's alright, yeah it's alright, said it's alright  
Yeah it's alright  
Don't say it's alright, don't say it's alright  
Don't say it's alright  
One of these days your heart will stop and play it's final beat  
  
But it's alright, easy for you to say  
Your heart has never been broken  
Your pride has never been stolen  
Not yet, not yet, one of these days  
I bet your heart will be broken  
I bet your pride will be stolen  
I'll bet, I'll bet, I'll bet, I'll bet  
One of these days  
One of these days  
One of these days

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
4726855125064437201,1,Quicksand,Freezing Proces,199160,0.455,0.769,-7.904,E,major,0.039,0.000691,0.0128,0.166,0.697,150.342,4,grunge,"Taken to the brink of something.  
Something, but we can't know what.  
To wait, to want, it's so bad, and,  
Try something, and moving to slow,  
To get where you want to go.  
Looking for results,  
You can't begin to find a way out  
From the cold place you're in.  
But it suits you, your condition.  
Symptoms that keep you in,  
Keep you from motion.  
Until it's cold,  
Slowing you down until you can't go  
Taken by something,  
But you can't hold on to it, you can't  
It slips through your fingers,  
Slips through your hand.  
Because they're too cold,  
Can't get a grip on what's in your sight.  
It's like getting old.  
It's like getting told to sit still.  
But it suits you, your condition.  
Symptoms that keep you in,  
Keep you from motion.  
Until it's cold,  
Slowing you down until you can't go.  
It's not me.  
Is there something so wrong.  
Process of depraving yourself,  
Of peace of mind.

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
4804269358587944739,0,Foo Fighters,Ain't It The Life,254773,0.5700000000000001,0.836,-4.58,C,major,0.0258,0.00272,0.645,0.329,0.303,108.866,4,grunge,"Dear Haley  
Can you save me from  
The borrowed cloud I'm on  
All you've gotta do is try  
Pray you're just getting by  
  
Hey wait I thought you made it  
How'd your bottled crown fall off  
Tell me how'd you get so tired  
Fade it down to the wire  
  
Try living a lie and kicking out  
The same old guise  
Wasting time  
  
So very ordinary  
Wait until my bomb goes off  
See the actors run and hide  
Fake it all in stride  
  
One day we all can say where we're gone  
And haunt the ground we're from  
Everything's so open wide  
Hear within the divide  
  
Try living a lie and kicking out  
The same old guise  
Wasting time  
  
Ain't it the life  
Ain't it the life  
Ain't it the life  
Got no crime  
Just sail on by  
Sail on by  
Ain't it the life  
  
Try living a lie and kicking out  
The same old guise  
Wasting time

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
4840518573134062519,0,Linkin Park,Lying from You,175373,0.535,0.9510000000000001,-3.324,D♯/E♭,minor,0.18,0.00777,0.0,0.0669,0.723,160.102,4,grunge,"When I pretend  
Everything is what I want it to be  
I look exactly like what you had always wanted to see  
When I pretend  
I can forget about the criminal I am  
Stealing second after second just cause I know I can, but  
I can't pretend this is the way it will stay, I'm just  
Trying to bend the truth  
I can't pretend I'm who you want me to be  
So I'm  
Lying my way from you  
  
(no, no turning back now)  
I want to be pushed aside  
So let me go  
(no, no turning back now)  
Let me take back my life  
I'd rather be all alone  
(no turning back now)  
Anywhere on my own  
Cause I can see  
(no, no turning back now)  
The very worst part of you  
Is me  
  
I remember what they taught to me  
Remember condescending talk of who I ought to be  
Remember listening to all of that and this again  
So I pretended up a person who was fitting in  
And now you think this person really is me and I'm  
(trying to bend the truth)  
But the more I push  
The more I'm pulling away  
'cause I'm  
  
Lying my way from you  
  
(no, no turning back now)  
I want to be pushed aside  
So let me go  
(no, no turning back now)  
Let me take back my life  
I'd rather be all alone  
(no turning back now)  
Anywhere on my own  
Cause I can see  
(no, no turning back now)  
The very worst part of you  
The very worst part of you  
Is me  
  
This isn't what I wanted to be  
I never thought that what I said  
Would have you running from me  
Like this  
  
This isn't what I wanted to be  
I never thought that what I said  
Would have you running from me  
Like this  
  
This isn't what I wanted to be  
I never thought that what I said  
Would have you running from me  
Like this  
  
This isn't what I wanted to be  
I never thought that what I said  
Would have you running from me  
Like this  
  
You  
(no turning back now)  
I want to be pushed aside  
So let me go  
(no, no turning back now)  
Let me take back my life  
I'd rather be all alone  
(no turning back now)  
Anywhere on my own  
Cause I can see  
(no, no turning back now)  
The very worst part of you  
The very worst part of you  
Is me

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
4920894605792306579,0,Alice In Chains,Don't Follow,262133,0.314,0.37,-9.921,C♯/D♭,major,0.0286,0.781,0.139,0.122,0.28,116.066,1,grunge,"Hey, I ain't never coming  
Home  
Hey, I'll just wander my  
Own road  
Hey, I can't meet you here tomorrow  
Say goodbye don't follow  
Misery so hollow  
  
Hey you, you're livin'  
Life full throttle  
Hey you, pass me down that  
Bottle, yeah  
Hey you, you can't shake  
Me round now  
I get so lost and don't  
Know how  
And it hurts to care, so I won't now  
  
Forgot my woman, lost my  
Friends  
Things I'd done and where  
I've been  
Sleep in sweat the mirrors  
Cold  
See my face it's growin'  
Old  
Scared to death no reason  
Why  
Do whatever to get me by  
Think about the things I  
Said  
Read the page it's cold  
And dead  
  
Take me home  
Yeah, take me home  
Take me home  
Take me home, yeah  
Take me home  
  
Say goodbye, don't follow

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
4959054875155592973,0,Linkin Park,Wretches and Kings,250586,0.595,0.961,-4.342,E,minor,0.153,0.00931,1.2e-06,0.803,0.588,90.011,4,grunge,"There's a time, when the operation of the machine becomes so odious.  
Makes you so sick at heart, that you can't take part,  
You can't even passively take part.  
And you've got to put your bodies upon the gears and upon the wheels,  
Upon the levers, upon all the apparatus.  
And you've got to make it stop!  
  
To save face, how low can you go?  
Talk a lotta game, but yet you don't know.  
Static on the wind, makes us all say whoa!  
The people up top push the people down low.  
Get down, and obey every word.  
Steady, get in line if you haven't yet heard.  
Wanna take what I got, don't be absurd.  
Don't fight the power, nobody gets hurt.  
If you haven't heard yet, then I'm lettin' you know  
There ain't shit we don't run when the guns unload  
And no one make a move, unless my people say so  
Got everything outta control, now everybody go  
  
Hey, hey, hey, hey, hey, hey, hey  
  
Feel alone, final blow  
We, the animals, take control  
Hear us now, clear and tall  
Wretches and kings, we come for you  
  
So keep face, how slow can you go?  
Talk a lotta shit, and yet you don't know.  
Fire on the wind, makes you all say whoa!  
The people up top and the people down low.  
Get down, and I'm runnin' it like that.  
The front of the attack is exactly where I'm at.  
Somewhere in between the kick and the hi-hat  
The pen and the contract, the pitch and the contact  
So get with the combat, I'm lettin' them know  
There ain't shit you can say to make me back down, no.  
So push the button, let the whole thing blow.  
Spinning everything outta control, now everybody go.  
  
Hey, hey, hey, hey, hey, hey, hey  
  
Feel alone, final blow  
We, the animals, take control  
Hear us now, clear and tall  
Wretches and kings, we come for you  
Still alone, fight our blow  
Filthy animals beat down low  
Steel and bone, black and blue  
Run at the sunshine, we come for you  
  
From the front to the back and to side to side  
If you feel what I feel, put 'em up real high  
Front to the back and the side to side  
If you feel what I feel, put 'em up real high  
Front to the back and the side to side  
If you feel what I feel, put 'em up real high  
Front to the back and the side to side  
If you feel what I feel, put 'em up real high  
Front to the back and the side to side  
If you feel what I feel, put 'em up real high  
Front to the back and the side to side  
If you feel what I feel, put 'em up real high  
  
When the operation of the machine becomes so odious.  
Makes you so sick at heart, that you can't take part,  
You can't even passively take part.  
And you've got to put your bodies upon the gears and upon the wheels,  
Upon the levers, upon all the apparatus, and you've got to make it stop!  
And you've got to indicate to the people, run in to the people on it.  
And unless you're free, the machine will be prevented from working at all!  
  
Hey, hey, hey, hey, hey, hey, hey  
Hey, hey, hey, hey, hey, hey, hey

",2025-07-20T12:33:22.929+02:00[Europe/Malta]
